"","rownb","Subject","Group","Condition","VideoTrial","VideoName","Target","Match","NbMatches","Checked_KS","Comment_KS","Comment_GMM"
"3912",3913,"NS_208","NS","Manner",17,"pre_pnegro","Popi arrastra una rueda hacia una cueva oscura","arrastra:arrastrar_V%hacia una cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"1332",1333,"41","L2","Path",11,"tre_cadmai","Popi entró al granadero con la maleta","entró a:entrar_V",1,"","",""
"3102",3103,"NS_182","NS","Manner",32,"tgt_cherue","Popi tira de un caballo por la calle","tira de:tirar-de_V",1,"","",""
"3292",3293,"NS_188","NS","Control",24,"pgd_valcol","Popi ha arrastrado la maleta bajando la ladera","ha arrastrado:arrastrar_V%bajando:bajando_Ger",2,"","",""
"1277",1278,"39","L2","Manner",22,"prt_rourue","Popi está cruzando una calle con una rueda","está cruzando:cruzar_V",1,"","",""
"1698",1699,"52","L2","Manner",14,"tgt_cherou","el Popi se cruza la calle con un caballo juguete","cruza:cruzar_V",1,"","",""
"941",942,"29","L2","Path",16,"trd_bronei","el hombre baja una montaña con un tipo de carro","baja:bajar_V",1,"","",""
"1077",1078,"33","L2","Control",20,"pgm_paqdun","Popi está en una duna con su paquete","",0,"","",""
"2282",2283,"NS_158","NS","Control",4,"tre_cadgro","Popi lleva el carro de la compra a una cueva","lleva:llevar_V",1,"","",""
"252",253,"8","L2","Manner",20,"tgm_sacdun","Popi tira el saco sobre la arena","tira:tirar-de_V",1,"","",""
"3236",3237,"NS_187","NS","Control",1,"trt_pourue","Popi está empujando un carrito pequeño por la calle","está empujando:empujar_V",1,"","",""
"3781",3782,"NS_204","NS","Manner",18,"pgd_valcol","Popi empuja una maleta por una cuesta abajo","empuja:empujar_V%abajo:abajo_AdvP",2,"","",""
"270",271,"9","L2","Path",5,"pgt_panrue","una persona cruza la calle con un saco de manzanas","cruza:cruzar_V",1,"","",""
"7",8,"1","L2","Manner",6,"pge_tabgro","Popi empuja una mesa a una cueva","empuja:empujar_V",1,"","",""
"1276",1277,"39","L2","Manner",21,"tge_chamai","Popi está entrando una puerta con una silla","está entrando:entrar_V",1,"","",""
"2117",2118,"NS_153","NS","Control",4,"tre_cadgro","Popi va con su carro de la compra y ha pasado la cueva","va:ir_V%ha pasado:pasar_V",2,"","",""
"2930",2931,"NS_177","NS","Control",25,"pre_pnegro","Popi arrastra una rueda negra por un camino en el bosque y la mete en una cueva","arrastra:arrastrar_V%mete:meter_V",2,"","",""
"777",778,"24","L2","Path",17,"pge_tabmai","Pepe entra en granja con una mesa","entra en:entrar_V",1,"","",""
"795",796,"25","L2","Control",2,"prd_balnei","Popi ha bajado una pelota por la cuesta","ha bajado:bajar_V",1,"","",""
"2564",2565,"NS_166","NS","Path",22,"prm_boudun","Popi sube la duna de una playa con un flotador","sube:subir_V",1,"","",""
"2255",2256,"NS_157","NS","Manner",10,"pgm_paqdun","Popi empuja un regalo al final de la montaña","empuja:empujar_V",1,"","",""
"1411",1412,"43","L2","Control",24,"tgt_cherou","Popi ha cruzado una calle con un caballo de juguete","ha cruzado:cruzar_V",1,"","",""
"2856",2857,"NS_175","NS","Control",17,"pgm_paqdun","Popi sube una duna arrastrando un paquete XXX","sube:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"3619",3620,"NS_198","NS","Control",21,"trt_pourue","Popi va por la playa tirando de un carro de bebé","va:ir_V%tirando de:tirando-de_Ger",2,"","",""
"1906",1907,"58","L2","Manner",24,"tgm_sactoi","Popi arrastra un saco por el tejado","arrastra:arrastrar_V",1,"","",""
"1265",1266,"39","L2","Manner",10,"pge_tabmai","Popi entra una puerta con una mesa","entra:entrar_V",1,"","",""
"1446",1447,"44","L2","Control",26,"tgd_malnei","Popi está bajando la cuesta nevada con un baúl","está bajando:bajar_V",1,"","",""
"1547",1548,"47","L2","Manner",28,"pgt_panrue","Popi cruza una calle empujando muchas manzanas","cruza:cruzar_V%empujando:empujando_Ger",2,"","",""
"201",202,"7","L2","Control",2,"pge_tabmai","Popi ha movido una mesa dentro en la casa","ha movido:mover_V%dentro:(a)dentro_AdvP",2,"","",""
"3158",3159,"NS_184","NS","Path",22,"prt_rourou","Popi atraviesa un camino con una rueda","atraviesa:atravesar_V",1,"","",""
"1294",1295,"40","L2","Manner",6,"trm_voidun","Popi sube con un coche un juguete por una colina","sube:subir_V",1,"","",""
"1672",1673,"51","L2","Path",21,"pre_pnemai","Popi entra en una casa con una rueda","entra en:entrar_V",1,"","",""
"3803",3804,"NS_205","NS","Path",7,"pge_tabgro","Popi mete en una cueva una mesa empujándolo","mete:meter_V%empujándolo:empujando_Ger",2,"","",""
"3875",3876,"NS_207","NS","Path",13,"trt_pourue","Popi cruza la carretera con un carrito de bebés","cruza:cruzar_V",1,"","",""
"1667",1668,"51","L2","Path",16,"tre_cadgro","Popi entra la cueva con un carrito de compras","entra:entrar_V",1,"","",""
"1377",1378,"42","L2","Path",23,"pgd_valnei","Popi empuja una maleta hacia abajo de una cuesta nevada en un paisaje nevado","empuja:empujar_V%hacia abajo:PREP-abajo_PP",2,"","",""
"2455",2456,"NS_163","NS","Path",12,"prt_rourue","Popi cruza la calle con una rueda","cruza:cruzar_V",1,"","",""
"3018",3019,"NS_180","NS","Path",14,"pge_tabgro","Popi lleva a una cueva una mesa","lleva:llevar_V",1,"","",""
"2819",2820,"NS_174","NS","Path",13,"tgd_malcol","Popi baja un piano por la ladera de una montaña","baja:bajar_V",1,"","",""
"2960",2961,"NS_178","NS","Manner",22,"pge_tabmai","Popi arrastra una mesa al interior de una casa","arrastra:arrastrar_V%al interior de una casa:PREP-el-interior_PP",2,"","",""
"684",685,"21","L2","Path",23,"trt_pourue","Popi está cruzando la calle con una carretera de niño","está cruzando:cruzar_V",1,"","",""
"3232",3233,"NS_186","NS","Control",30,"prt_rourue","Popi cruza la cerra con la rueda","cruza:cruzar_V",1,"","",""
"1688",1689,"52","L2","Manner",4,"pge_tabmai","el Popi entra la casa con una mesa","entra:entrar_V",1,"","",""
"3668",3669,"NS_200","NS","Manner",4,"pge_tabmai","Popi arrastra una mesa hasta un edificio","arrastra:arrastrar_V",1,"","",""
"2953",2954,"NS_178","NS","Manner",15,"tgt_cherue","Popi lleva de una acera a otra un caballito de juguete","lleva:llevar_V%de una acera a otra:de-una-acera-a-otra_PP",2,"","",""
"2549",2550,"NS_166","NS","Path",7,"tgm_sacdun","Popi arrastra un saco ladera arriba en una playa","arrastra:arrastrar_V%arriba:arriba_AdvP",2,"","",""
"2298",2299,"NS_158","NS","Control",20,"pre_pnemai","arrastra una rueda y la mete en su casa","arrastra:arrastrar_V%mete:meter_V",2,"","",""
"1762",1763,"54","L2","Control",12,"tgm_sacdun","ahora el Popi tiene un saco y está subiendo en un arena al lado del mar","está subiendo:subir_V",1,"","",""
"2061",2062,"NS_151","NS","Control",14,"trt_pourue","Popi tira de un carrito de bebé","tira de:tirar-de_V",1,"","",""
"2491",2492,"NS_164","NS","Manner",15,"pgm_paqdun","Popi sube el regalo por una montaña de arena","sube:subir_V",1,"","",""
"2574",2575,"NS_166","NS","Path",32,"tge_chamai","Popi entra en un cobertizo arrastrando una silla de plástico","entra en:entrar_V%arrastrando:arrastrando_Ger",2,"","",""
"2661",2662,"NS_169","NS","Path",20,"prt_rourou","Popi cruza el río con una rueda","cruza:cruzar_V",1,"","",""
"1712",1713,"52","L2","Manner",28,"tgm_sactoi","el Popi arrastra un saco arriba de la casa","arrastra:arrastrar_V%arriba:arriba_AdvP",2,"","",""
"3637",3638,"NS_199","NS","Manner",6,"prm_boudun","Popi arrastra un flotador cuesta arriba de la playa","arrastra:arrastrar_V%arriba:arriba_AdvP",2,"","",""
"3706",3707,"NS_201","NS","Control",9,"trm_voitoi","Popi ha subido al tejado de una casa empujando un coche","ha subido:subir_V%empujando:empujando_Ger",2,"","",""
"3913",3914,"NS_208","NS","Manner",18,"pgd_valcol","Popi empuja una maleta por un paisaje","empuja:empujar_V",1,"","",""
"841",842,"26","L2","Manner",15,"pgm_paqtoi","Popi empuja un paquete arriba de un techo","empuja:empujar_V%arriba:arriba_AdvP",2,"","",""
"3666",3667,"NS_200","NS","Manner",2,"tge_chagro","Popi arrastra una silla hasta una cueva","arrastra:arrastrar_V%hasta una cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"2027",2028,"NS_150","NS","Manner",13,"trt_pourue","Popi cruza la calle con un carrito","cruza:cruzar_V",1,"","",""
"1885",1886,"58","L2","Manner",3,"pgt_panrou","Popi empuja un cesto de manzanas de un lado del camino al otro","empuja:empujar_V%de un lado del camino al otro:de-un-lado-al-otro_PP",2,"","",""
"3737",3738,"NS_203","NS","Control",7,"pge_tabgro","Popi empuja una mesa hasta la cueva","empuja:empujar_V%hasta la cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"2169",2170,"NS_154","NS","Control",23,"pgm_paqtoi","Popi sube por la izquierda de un regalo por el tejado de la casa","sube:subir_V",1,"","",""
"1316",1317,"40","L2","Manner",28,"pgt_panrue","Popi ha cruzado la calle empujando un cesto de manzanas","ha cruzado:cruzar_V%empujando:empujando_Ger",2,"","",""
"520",521,"16","L2","Manner",24,"pgd_valnei","Popi está bajando por una montaña nevada con una maleta grande","está bajando:bajar_V",1,"","",""
"3234",3235,"NS_186","NS","Control",32,"prd_balcol","Popi baja la pelota por la colina","baja:bajar_V",1,"","",""
"528",529,"16","L2","Manner",32,"pgm_paqdun","Popi está empujando un regalo","está empujando:empujar_V",1,"","",""
"3270",3271,"NS_188","NS","Control",2,"trt_pourou","Popi ha cruzado un río por encima del agua portando un carrito de bebé","ha cruzado:cruzar_V%portando:portando_Ger",2,"","",""
"2700",2701,"NS_170","NS","Control",26,"tgm_sactoi","Popi ha subido el saco al tejado","ha subido:subir_V",1,"","",""
"644",645,"20","L2","Manner",16,"tgd_malnei","Popi baja la colina nevada tirando una caja de madera","baja:bajar_V%tirando:tirando-de_Ger",2,"","",""
"1174",1175,"36","L2","Control",18,"trd_brocol","Popi ha estado en la colina y ha bajado con su carro amarillo","ha bajado:bajar_V",1,"","",""
"3472",3473,"NS_194","NS","Manner",6,"tgd_malnei","Popi arrastra un especie de cofre por una ladera llena de nieve ladera abajo","arrastra:arrastrar_V%abajo:abajo_AdvP",2,"","",""
"1146",1147,"35","L2","Manner",23,"pre_pnegro","Popi empujó una rueda por el bosque y entra en una cueva","empujó:empujar_V%entra en:entrar_V",2,"","",""
"1106",1107,"34","L2","Manner",16,"pgt_panrue","Popo empujando un canasto lleno de manzanas arriba de la calle","arriba:arriba_AdvP%empujando:empujando_Ger",2,"","",""
"2465",2466,"NS_163","NS","Path",22,"pgd_valnei","Popi arrastra una maleta azul por la nieve","arrastra:arrastrar_V",1,"","",""
"3369",3370,"NS_191","NS","Manner",2,"prt_rourue","Popi arrastra una rueda","arrastra:arrastrar_V",1,"","",""
"3857",3858,"NS_206","NS","Manner",28,"trm_voitoi","Popi tira de un coche por un tejado","tira de:tirar-de_V",1,"","",""
"1755",1756,"54","L2","Control",5,"tgt_cherue","ahora está con su caballo de los niños en la ciudad y pasando [=está pasando] la vía","está pasando:pasar_V",1,"","",""
"2642",2643,"NS_169","NS","Path",1,"pre_pnemai","Popi pasa rodando con una rueda","pasa:pasar_V",1,"","",""
"197",198,"6","L2","Path",31,"tgt_cherue","Popi cruza una calle con un caballo de madera","cruza:cruzar_V",1,"","",""
"3920",3921,"NS_208","NS","Manner",25,"tre_cadgro","Popi empuja un carrito de la compra hacia una cueva oscura","empuja:empujar_V%hacia una cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"1562",1563,"48","L2","Control",10,"pre_pnemai","Popi lleva una rueda a una granja","lleva:llevar_V",1,"","",""
"2580",2581,"NS_167","NS","Manner",5,"pre_pnegro","Popi rueda una rueda hacia la cueva","rueda:rodar_V%hacia la cueva:hacia/hasta-BOUNDARY_PP",2,"","",""
"2308",2309,"NS_158","NS","Control",30,"tge_chagro","guarda la silla dentro de la cueva","guarda:guardar_V%dentro:(a)dentro_AdvP",2,"","",""
"2123",2124,"NS_153","NS","Control",10,"tgm_sacdun","Popi ha subido la duna con un saco grande","ha subido:subir_V",1,"","",""
"2258",2259,"NS_157","NS","Manner",13,"prm_boutoi","Popi sube el flotador a lo alto del tejado","sube:subir_V%a lo alto:PREP-lo-alto_PP",2,"","",""
"1754",1755,"54","L2","Control",4,"pgm_paqdun","quiere ponerlo [el regalo] arriba en la arena al lado de la mar","arriba:arriba_AdvP",1,"","",""
"1619",1620,"50","L2","Control",1,"tgd_malcol","ha bajado una colina estirando un baúl","ha bajado:bajar_V%estirando:estirando_Ger%tirando:tirando-de_Ger",3,"","",""
"3507",3508,"NS_195","NS","Path",8,"trt_pourou","Popi arrastra un carrito de bebé por un bosque","arrastra:arrastrar_V",1,"","",""
"866",867,"27","L2","Control",7,"prd_balcol","Popi baja una colina llevando una pelota inflable de muchos colores","baja:bajar_V%llevando:llevando_Ger",2,"","",""
"2182",2183,"NS_155","NS","Control",3,"pgd_valcol","Popi desliza sobre una montaña una maleta","desliza:deslizar_V",1,"","",""
"299",300,"10","L2","Manner",1,"pre_pnegro","Popi empuja la rueda de un carro adentro de una cueva en el bosque","empuja:empujar_V%adentro:(a)dentro_AdvP",2,"","",""
"593",594,"18","L2","Control",31,"pgt_panrou","Popi está cruzando la calle con una cesta de manzanas","está cruzando:cruzar_V",1,"","",""
"3622",3623,"NS_198","NS","Control",24,"tgm_sacdun","Popi sube una colina por la playa tirando de un saco","sube:subir_V%tirando de:tirando-de_Ger",2,"","",""
"1782",1783,"54","L2","Control",32,"pgd_valnei","está bajando la maleta verde por el colmo con nieve","está bajando:bajar_V",1,"","",""
"1014",1015,"31","L2","Control",23,"trt_pourue","Popi anda con algo de bebé","anda:andar_V",1,"","",""
"3682",3683,"NS_200","NS","Manner",18,"prt_rourue","Popi rueda una rueda por un pueblo","rueda:rodar_V",1,"","",""
"3642",3643,"NS_199","NS","Manner",11,"trm_voitoi","Popi tira de un coche de niño hasta la cima de la casa","tira de:tirar-de_V%hasta la cima:PREP-la-cima_PP",2,"","",""
"2837",2838,"NS_174","NS","Path",31,"prm_boutoi","Popi sube el tejado con un flotador","sube:subir_V",1,"","",""
"3548",3549,"NS_196","NS","Manner",16,"tgm_sacdun","Popi arrastra una bolsa por la duna de arena","arrastra:arrastrar_V",1,"","",""
"664",665,"21","L2","Path",3,"prt_rourue","Popi tiene una rueda y está cruzando la calle","está cruzando:cruzar_V",1,"","",""
"3074",3075,"NS_182","NS","Manner",4,"pgt_panrue","Popi empuja una cesta de manzanas por la calle","empuja:empujar_V",1,"","",""
"2702",2703,"NS_170","NS","Control",28,"tgt_cherue","Popi ha llevado el juguete a la otra acera","ha llevado:llevar_V%a la otra acera:de-una-acera-a-otra_PP",2,"","",""
"3093",3094,"NS_182","NS","Manner",23,"trd_bronei","Popi tira de una carretilla por la nieve","tira de:tirar-de_V",1,"","",""
"1809",1810,"55","L2","Manner",26,"prt_rourou","Popi rueda una rueda por el bosque","rueda:rodar_V",1,"","",""
"2119",2120,"NS_153","NS","Control",6,"pge_tabgro","Popi va empujando una mesa y ha entrado con ella por la cueva","ha entrado:entrar_V%va:ir_V%empujando:empujando_Ger",3,"","",""
"2015",2016,"NS_150","NS","Manner",1,"tgt_cherou","Popi arrastra un caballito de juguete","arrastra:arrastrar_V",1,"","",""
"877",878,"27","L2","Control",18,"pgt_panrue","Popi va cruzando la calle con su canasta grande llena de manzanas rojas","va:ir_V%cruzando:cruzando_Ger",2,"","",""
"2089",2090,"NS_152","NS","Control",9,"tgd_malcol","Popi baja una colina con un baúl","baja:bajar_V",1,"","",""
"2625",2626,"NS_168","NS","Path",17,"trt_pourue","Popi arrastra un carrito de bebé por un pueblo","arrastra:arrastrar_V",1,"","",""
"2032",2033,"NS_150","NS","Manner",18,"tgm_sacdun","Popi sube un saco por la arena","sube:subir_V",1,"","",""
"1278",1279,"39","L2","Manner",23,"tre_cadmai","Popi está entrando una puerto con un carrito de compras","está entrando:entrar_V",1,"","",""
"1030",1031,"32","L2","Path",6,"prd_balcol","Popi bajó una colina con un balón inflatable","bajó:bajar_V",1,"","",""
"1706",1707,"52","L2","Manner",22,"pgm_paqdun","el Popi se empuja el paquete arriba de la colina","empuja:empujar_V%arriba:arriba_AdvP",2,"","",""
"3836",3837,"NS_206","NS","Manner",7,"tre_cadgro","Popi entra en la cueva con una cesta","entra en:entrar_V",1,"","",""
"1083",1084,"33","L2","Control",26,"pre_pnegro","Popi fue desaparecido en una cueva con su rueda grande","fue desaparecido:desaparecer_V",1,"","",""
"103",104,"4","L2","Control",3,"pgt_panrue","Popi <ha movado> [=ha movido] el cesto de las manzanas desde derecha hasta izquierda en la pantalla","ha movido:mover_V",1,"","",""
"222",223,"7","L2","Control",23,"pgt_panrue","Popi ha empujado una cesta llena de manzanas por la calle","ha empujado:empujar_V",1,"","",""
"3727",3728,"NS_201","NS","Control",30,"pgd_valnei","Popi ha vuelto a cruzar el paisaje nevado con una maleta azul de viaje","ha vuelto a cruzar:cruzar_V",1,"","",""
"1521",1522,"47","L2","Manner",2,"tgm_sacdun","Popi camina en una duna con un saco","camina:caminar_V",1,"","",""
"3608",3609,"NS_198","NS","Control",10,"pgd_valnei","Popi baja una colina de nieve con una maleta empujándola","baja:bajar_V%empujándola:empujando_Ger",2,"","",""
"2407",2408,"NS_161","NS","Path",30,"tgt_cherue","Popi cruza la calle con un caballo de juguete","cruza:cruzar_V",1,"","",""
"657",658,"20","L2","Manner",29,"tre_cadgro","Popi arrastra el carrito de compras hasta dentro de la cueva","arrastra:arrastrar_V%hasta dentro:PREP-(a)dentro_PP",2,"","",""
"3689",3690,"NS_200","NS","Manner",25,"pgd_valnei","Popi empuja una maleta por una cuesta","empuja:empujar_V",1,"","",""
"204",205,"7","L2","Control",5,"prm_boutoi","Popi tiene un juguete para niños por el cielo de la casa","",0,"","",""
"10",11,"1","L2","Manner",9,"pgd_valcol","Popi ha empujado la maleta","ha empujado:empujar_V",1,"","",""
"1942",1943,"59","L2","Control",27,"tgm_sactoi","Popi ha subido por el tejado de una casa grande arrastrando un gran saco","ha subido:subir_V%arrastrando:arrastrando_Ger",2,"","",""
"1005",1006,"31","L2","Control",14,"tgt_cherue","Popi cruza la calle del pueblo con un caballo de juego","cruza:cruzar_V",1,"","",""
"3645",3646,"NS_199","NS","Manner",14,"pgm_paqtoi","Popi empuja un regalo a lo alto de una casa","empuja:empujar_V%a lo alto:PREP-lo-alto_PP",2,"","",""
"2456",2457,"NS_163","NS","Path",13,"pgd_valcol","Popi arrastra una maleta hacia abajo de una montaña","arrastra:arrastrar_V%hacia abajo:PREP-abajo_PP",2,"","",""
"3221",3222,"NS_186","NS","Control",19,"tgt_cherou","Popi cruza la carretera con el caballito","cruza:cruzar_V",1,"","",""
"64",65,"2","L2","Control",30,"tgt_cherue","cruzó la calle con un caballo de juguete que está verde y rojo","cruzó:cruzar_V",1,"","",""
